Center Name,Location (District),WhatsApp/Mobile,Source URL
Elite Technical Institute,Kishoreganj,+8801747876627,https://www.google.com/maps/place/Elite+Technical+Institute/data=!4m7!3m6!1s0x375693f7f028d367:0xdcdbb84380a4435d!8m2!3d24.4394293!4d90.7741883!16s%2Fg%2F11pyy96574!19sChIJZ9Mo8PeTVjcRXUOkgEO429w?authuser=0&hl=en&rclk=1
W3 computer,Kishoreganj,+8801917117574,https://www.google.com/maps/place/W3+computer/data=!4m7!3m6!1s0x375689006765f611:0xb532b3f9e5db90f7!8m2!3d24.422112!4d90.6523793!16s%2Fg%2F11y2w65tst!19sChIJEfZlZwCJVjcR95Db5fmzMrU?authuser=0&hl=en&rclk=1
MSA Private Program of Md. Sazzad Alam,Kishoreganj,+8801732002776,https://www.google.com/maps/place/MSA+Private+Program+of+Md.+Sazzad+Alam/data=!4m7!3m6!1s0x375693da8f9cc005:0xf3925ade874870be!8m2!3d24.4399606!4d90.7856102!16s%2Fg%2F11ghtmw0g3!19sChIJBcCcj9qTVjcRvnBIh95akvM?authuser=0&hl=en&rclk=1
SDTT Academy | Kishoreganj,Kishoreganj,+8801727546514,https://www.google.com/maps/place/SDTT+Academy+%7C+Kishoreganj/data=!4m7!3m6!1s0x4647c034c7380989:0x44abd61f5f9bd04b!8m2!3d24.4391509!4d90.7808009!16s%2Fg%2F11srjkf_sz!19sChIJiQk4xzTAR0YRS9CbXx_Wq0Q?authuser=0&hl=en&rclk=1
Rafi,Kishoreganj,,https://www.google.com/maps/place/Rafi/data=!4m7!3m6!1s0x3756935bf8a0f577:0x6da1086df195928b!8m2!3d24.4354254!4d90.7761996!16s%2Fg%2F11rk0288tc!19sChIJd_Wg-FuTVjcRi5KV8W0IoW0?authuser=0&hl=en&rclk=1
Nursing Institute Kishorganj,Kishoreganj,+8801716750706,https://www.google.com/maps/place/Nursing+Institute+Kishorganj/data=!4m7!3m6!1s0x3756930063547cad:0xeb43d2fafd9ff8b2!8m2!3d24.4442043!4d90.7756672!16s%2Fg%2F11wbtnb8jz!19sChIJrXxUYwCTVjcRsvif_frSQ-s?authuser=0&hl=en&rclk=1
Kishoreganj Helpline,Kishoreganj,+8801648604813,https://www.google.com/maps/place/Kishoreganj+Helpline/data=!4m7!3m6!1s0x3756935e8b8e930b:0x85172abf2ef304a1!8m2!3d24.4415625!4d90.7769375!16s%2Fg%2F11rb2c03b4!19sChIJC5OOi16TVjcRoQTzLr8qF4U?authuser=0&hl=en&rclk=1
কিশোরগঞ্জ,Kishoreganj,,https://www.google.com/maps/place/%E0%A6%95%E0%A6%BF%E0%A6%B6%E0%A7%8B%E0%A6%B0%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C/data=!4m7!3m6!1s0x3756930455fc8a69:0x8024940091ec7c09!8m2!3d24.4331227!4d90.7865655!16s%2Fg%2F11kq9jk2_h!19sChIJaYr8VQSTVjcRCXzskQCUJIA?authuser=0&hl=en&rclk=1
Ekrampur,Kishoreganj,,https://www.google.com/maps/place/Ekrampur/data=!4m7!3m6!1s0x3756936e4469955d:0x5cf34b612d52561c!8m2!3d24.4325817!4d90.7889598!16s%2Fg%2F11l2q985m0!19sChIJXZVpRG6TVjcRHFZSLWFL81w?authuser=0&hl=en&rclk=1
Magura freelancer group,Magura,,https://www.google.com/maps/place/Magura+freelancer+group/data=!4m7!3m6!1s0x39fe5748f100aadf:0x748b28390d79f6cb!8m2!3d23.4937095!4d89.4139777!16s%2Fg%2F11td0n3zn_!19sChIJ36oA8UhX_jkRy_Z5DTkoi3Q?authuser=0&hl=en&rclk=1
Jhenidah Cambrian Academic Coaching,Jhenaidah,+8801768090662,https://www.google.com/maps/place/Jhenidah+Cambrian+Academic+Coaching/data=!4m7!3m6!1s0x39fee5dc26f4ee7b:0xefa34ccfe1c90a26!8m2!3d23.5429236!4d89.175681!16s%2Fg%2F11c30xt1lv!19sChIJe-70Jtzl_jkRJgrJ4c9Mo-8?authuser=0&hl=en&rclk=1
Tutor Academy Jhenaidah,Jhenaidah,+8801757704523,https://www.google.com/maps/place/Tutor+Academy+Jhenaidah/data=!4m7!3m6!1s0x39fee543a831b4a7:0x81616aef1eca948c!8m2!3d23.5526973!4d89.1753854!16s%2Fg%2F11fshnstzw!19sChIJp7QxqEPl_jkRjJTKHu9qYYE?authuser=0&hl=en&rclk=1
Hitashi Japanese Academy,Jhenaidah,+8801914726384,https://www.google.com/maps/place/Hitashi+Japanese+Academy/data=!4m7!3m6!1s0x39fee53e445ac477:0x65b357a8487e7dc6!8m2!3d23.5440176!4d89.1728004!16s%2Fg%2F11z4vq1tqf!19sChIJd8RaRD7l_jkRxn1-SKhXs2U?authuser=0&hl=en&rclk=1
E -Learning & Earning Ltd ( Bagerhat Branch),Bagerhat,+8801775217764,https://www.google.com/maps/place/E+-Learning+%26+Earning+Ltd+%28+Bagerhat+Branch%29/data=!4m7!3m6!1s0x39fff70022f4b3a1:0xfc10f514a1a60750!8m2!3d22.6584273!4d89.7796468!16s%2Fg%2F11lz6548y1!19sChIJobP0IgD3_zkRUAemoRT1EPw?authuser=0&hl=en&rclk=1
Bagerhat English Academy,Bagerhat,+8801703276090,https://www.google.com/maps/place/Bagerhat+English+Academy/data=!4m7!3m6!1s0x8ef33dcce2ad4c81:0xa2a25cf7cad6d390!8m2!3d23.506657!4d90.3443647!16s%2Fg%2F11xzlg0dpy!19sChIJgUyt4sw9844RkNPWyvdcoqI?authuser=0&hl=en&rclk=1
Metu Korean Language Center,Bagerhat,+8801917766607,https://www.google.com/maps/place/Metu+Korean+Language+Center/data=!4m7!3m6!1s0x39fff7a2d571b44b:0xd91de005f29d67d6!8m2!3d22.656957!4d89.7977339!16s%2Fg%2F11gk8wcypv!19sChIJS7Rx1aL3_zkR1med8gXgHdk?authuser=0&hl=en&rclk=1
"Japan Language center,Bagerhat",Bagerhat,+8801712807277,"https://www.google.com/maps/place/Japan+Language+center,Bagerhat/data=!4m7!3m6!1s0x39fff50035d52769:0x3be54cc27aaaf6a1!8m2!3d22.6722667!4d89.7427967!16s%2Fg%2F11ygmz51wc!19sChIJaSfVNQD1_zkRofaqesJM5Ts?authuser=0&hl=en&rclk=1"
"K,B, Language center",Bagerhat,+8801716771095,"https://www.google.com/maps/place/K,B,+Language+center/data=!4m7!3m6!1s0x39fff181c6c00fa3:0xe768b61bcbb0402e!8m2!3d22.7450326!4d89.7961127!16s%2Fg%2F11j4qj2x86!19sChIJow_AxoHx_zkRLkCwyxu2aOc?authuser=0&hl=en&rclk=1"
শাওন কোরিয়ান ল্যাঙ্গুয়েজ সেন্টার,Bagerhat,+8801720361065,https://www.google.com/maps/place/%E0%A6%B6%E0%A6%BE%E0%A6%93%E0%A6%A8+%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A8+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A7%81%E0%A7%9F%E0%A7%87%E0%A6%9C+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x39fff7a79bebcba3:0xb15b526b0d7c5f2d!8m2!3d22.6450823!4d89.7985232!16s%2Fg%2F11t_pqrn22!19sChIJo8vrm6f3_zkRLV98DWtSW7E?authuser=0&hl=en&rclk=1
Alif's English & Freelancing,Bagerhat,+8801773460183,https://www.google.com/maps/place/Alif%27s+English+%26+Freelancing/data=!4m7!3m6!1s0x39fff7526d880777:0x2b31d4b27e3bc7c7!8m2!3d22.6646522!4d89.785576!16s%2Fg%2F11mvp10ltl!19sChIJdweIbVL3_zkRx8c7frLUMSs?authuser=0&hl=en&rclk=1
Ikra Korean Language Center,Bagerhat,,https://www.google.com/maps/place/Ikra+Korean+Language+Center/data=!4m7!3m6!1s0x39fff732da163577:0xd9e3e0d047317f2d!8m2!3d22.6555812!4d89.7895596!16s%2Fg%2F11v9tffxck!19sChIJdzUW2jL3_zkRLX8xR9Dg49k?authuser=0&hl=en&rclk=1
Udvash- Unmesh Patuakhali,Patuakhali,+8801713236784,https://www.google.com/maps/place/Udvash-+Unmesh+Patuakhali/data=!4m7!3m6!1s0x30aac70052bd6a33:0x84c6e809be58a6d9!8m2!3d22.3614547!4d90.3424971!16s%2Fg%2F11vr_gpshg!19sChIJM2q9UgDHqjAR2aZYvgnoxoQ?authuser=0&hl=en&rclk=1
"International Peace School and College, Patuakhali (Campus -1)",Patuakhali,+8801805012351,"https://www.google.com/maps/place/International+Peace+School+and+College,+Patuakhali+%28Campus+-1%29/data=!4m7!3m6!1s0xa05ed83cddaf70c7:0x34af02f714ce614d!8m2!3d22.3583782!4d90.3417028!16s%2Fg%2F11yry6kfhg!19sChIJx3Cv3TzYXqARTWHOFPcCrzQ?authuser=0&hl=en&rclk=1"
Bhola Computer Training Center,Bhola,+8801725653965,https://www.google.com/maps/place/Bhola+Computer+Training+Center/data=!4m7!3m6!1s0x3754d44ecf4abe45:0x9e5b6c69df5ea08d!8m2!3d22.6833022!4d90.645302!16s%2Fg%2F1pxwhyt4j!19sChIJRb5Kz07UVDcRjaBe32lsW54?authuser=0&hl=en&rclk=1
Island Academy,Bhola,+8801739643520,https://www.google.com/maps/place/Island+Academy/data=!4m4!3m3!1s0x663885fc6523cdd1:0x29609af879bae8ff!16s%2Fg%2F11v4bnv7kx!19sChIJ0c0jZfyFOGYR_-i6efiaYCk?authuser=0&hl=en&rclk=1
Learn Korean by Sumon- লার্ন কোরিয়ান বাই সুমন,Bhola,,https://www.google.com/maps/place/Learn+Korean+by+Sumon-+%E0%A6%B2%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A8+%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A8+%E0%A6%AC%E0%A6%BE%E0%A6%87+%E0%A6%B8%E0%A7%81%E0%A6%AE%E0%A6%A8/data=!4m7!3m6!1s0x3754d52cc86ebd01:0x749468781d917007!8m2!3d22.6829145!4d90.6464359!16s%2Fg%2F11ss4r6fw1!19sChIJAb1uyCzVVDcRB3CRHXholHQ?authuser=0&hl=en&rclk=1
Dept. of English,Bhola,049161222,https://www.google.com/maps/place/Dept.+of+English/data=!4m7!3m6!1s0x3754d45e7da8d715:0x8f82782cf2e496c8!8m2!3d22.671625!4d90.6560817!16s%2Fg%2F12q4r1kjx!19sChIJFdeofV7UVDcRyJbk8ix4go8?authuser=0&hl=en&rclk=1
Computer Training Center,Bhola,+8801915966076,https://www.google.com/maps/place/Computer+Training+Center/data=!4m7!3m6!1s0x3754d5572b1e0b73:0x1a8d70dd37a78b0a!8m2!3d22.6855!4d90.6439447!16s%2Fg%2F11jm917t2n!19sChIJcwseK1fVVDcRCounN91wjRo?authuser=0&hl=en&rclk=1
British English lab- BEL,Bhola,+8801638226457,https://www.google.com/maps/place/British+English+lab-+BEL/data=!4m7!3m6!1s0x69a23337175990ab:0x318e802e8da14d6d!8m2!3d22.7033513!4d90.6458396!16s%2Fg%2F11xn48y_b8!19sChIJq5BZFzczomkRbU2hjS6AjjE?authuser=0&hl=en&rclk=1
Pirojpur Udvash,Pirojpur,,https://www.google.com/maps/place/Pirojpur+Udvash/data=!4m7!3m6!1s0x3a00010074b10333:0xe9c0e18a0bfd06bb!8m2!3d22.5773731!4d89.9727398!16s%2Fg%2F11vwdm0xr5!19sChIJMwOxdAABADoRuwb9C4rhwOk?authuser=0&hl=en&rclk=1
"E-Learning & Earning Ltd, Pirojpur",Pirojpur,+8801779961237,"https://www.google.com/maps/place/E-Learning+%26+Earning+Ltd,+Pirojpur/data=!4m7!3m6!1s0x3a0001c0acbd5af1:0x20ec8d416ed4fcfa!8m2!3d22.5841051!4d89.9720133!16s%2Fg%2F11zgqfvdkb!19sChIJ8Vq9rMABADoR-vzUbkGN7CA?authuser=0&hl=en&rclk=1"
Pirojpur Laboratory School (E/V),Pirojpur,+8801871403573,https://www.google.com/maps/place/Pirojpur+Laboratory+School+%28E%2FV%29/data=!4m7!3m6!1s0x3a0001772ce33af9:0xab0e744026be1587!8m2!3d22.5780942!4d89.9737043!16s%2Fg%2F11ymrzsmsp!19sChIJ-TrjLHcBADoRhxW-JkB0Dqs?authuser=0&hl=en&rclk=1
Pirojpur Technical Training Center,Pirojpur,+8801404413197,https://www.google.com/maps/place/Pirojpur+Technical+Training+Center/data=!4m7!3m6!1s0x3a000049d8028c43:0x26fc403fbe20063c!8m2!3d22.5954521!4d89.969275!16s%2Fg%2F11f403gpbt!19sChIJQ4wC2EkAADoRPAYgvj9A_CY?authuser=0&hl=en&rclk=1
NCB IT Institute,Pirojpur,+8801777119911,https://www.google.com/maps/place/NCB+IT+Institute/data=!4m7!3m6!1s0x3a0001a9773fb6eb:0xb8b569af3ed5c7f1!8m2!3d22.5960257!4d89.9813445!16s%2Fg%2F11hn72ndk9!19sChIJ67Y_d6kBADoR8cfVPq9ptbg?authuser=0&hl=en&rclk=1
পিরোজপুর টিচার্স ট্রেনিং কলেজ,Pirojpur,+8801720621733,https://www.google.com/maps/place/%E0%A6%AA%E0%A6%BF%E0%A6%B0%E0%A7%8B%E0%A6%9C%E0%A6%AA%E0%A7%81%E0%A6%B0+%E0%A6%9F%E0%A6%BF%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8+%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%A8%E0%A6%BF%E0%A6%82+%E0%A6%95%E0%A6%B2%E0%A7%87%E0%A6%9C/data=!4m7!3m6!1s0x3a00014b8db719a7:0x76b4849a810f20fe!8m2!3d22.5784681!4d89.9635582!16s%2Fg%2F11j79rgb3x!19sChIJpxm3jUsBADoR_iAPgZqEtHY?authuser=0&hl=en&rclk=1
জেলা শিক্ষা অফিস,Pirojpur,046162399,https://www.google.com/maps/place/%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE+%E0%A6%B6%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE+%E0%A6%85%E0%A6%AB%E0%A6%BF%E0%A6%B8/data=!4m7!3m6!1s0x3a0001070532400b:0xefc47e1bc2e00458!8m2!3d22.5762159!4d89.9685913!16s%2Fg%2F11qnkw6q3l!19sChIJC0AyBQcBADoRWATgwht-xO8?authuser=0&hl=en&rclk=1
Chad Villa,Barguna,,https://www.google.com/maps/place/Chad+Villa/data=!4m7!3m6!1s0x30aa9948545ec1a3:0x92f2cf2ba91de314!8m2!3d22.1578061!4d90.116073!16s%2Fg%2F11t9lk1t70!19sChIJo8FeVEiZqjARFOMdqSvP8pI?authuser=0&hl=en&rclk=1
"Technical Training Centre, (TTC) Barguna",Barguna,+8801942844870,"https://www.google.com/maps/place/Technical+Training+Centre,+%28TTC%29+Barguna/data=!4m7!3m6!1s0x30aa998d3d42300d:0x4d95cc5c6365b96d!8m2!3d22.1527403!4d90.1297282!16s%2Fg%2F11dxnsgzxq!19sChIJDTBCPY2ZqjARbbllY1zMlU0?authuser=0&hl=en&rclk=1"
IQSHA IT,Barguna,+8801714729899,https://www.google.com/maps/place/IQSHA+IT/data=!4m7!3m6!1s0x30aa998b6f2d27d5:0x9042443e3def6f0d!8m2!3d22.1560687!4d90.112151!16s%2Fg%2F11fktzjmjh!19sChIJ1Sctb4uZqjARDW_vPT5EQpA?authuser=0&hl=en&rclk=1
IELTS 2Go Narsingdi,Laxmipur,+8801333596906,https://www.google.com/maps/place/IELTS+2Go+Narsingdi/data=!4m7!3m6!1s0x9653f6bd264b62b:0xfde19c4259782931!8m2!3d24.0093851!4d90.7744829!16s%2Fg%2F11wh8s475n!19sChIJK7Zk0ms_ZQkRMSl4WUKc4f0?authuser=0&hl=en&rclk=1
Visionary Academy Narsingdi,Laxmipur,+8801703868355,https://www.google.com/maps/place/Visionary+Academy+Narsingdi/data=!4m7!3m6!1s0xaff290646d238dfb:0xa9f531aeaf58dae3!8m2!3d23.506657!4d90.3443647!16s%2Fg%2F11ltzx2_zc!19sChIJ-40jbWSQ8q8R49pYr64x9ak?authuser=0&hl=en&rclk=1
Concept IELTS and Spoken Center,Chandpur,+8801898909242,https://www.google.com/maps/place/Concept+IELTS+and+Spoken+Center/data=!4m7!3m6!1s0x6b652b62e19ec2c5:0x1104df9b39831012!8m2!3d23.2268009!4d90.655825!16s%2Fg%2F11x2qy2kyy!19sChIJxcKe4WIrZWsREhCDOZvfBBE?authuser=0&hl=en&rclk=1
Easy IELTS and Spoken Centre,Chandpur,+8801935561110,https://www.google.com/maps/place/Easy+IELTS+and+Spoken+Centre/data=!4m7!3m6!1s0x3754fd1e53d77e09:0xfc4d695f4111a8e4!8m2!3d23.2293558!4d90.6591597!16s%2Fg%2F11y1m0qr8y!19sChIJCX7XUx79VDcR5KgRQV9pTfw?authuser=0&hl=en&rclk=1
Awaji Japanese language center,Chandpur,+8801749955810,https://www.google.com/maps/place/Awaji+Japanese+language+center/data=!4m7!3m6!1s0x3755b9289bde59f7:0x523e3b11d425f6ce!8m2!3d23.230465!4d90.6606253!16s%2Fg%2F11yc1w4xkn!19sChIJ91nemyi5VTcRzvYl1BE7PlI?authuser=0&hl=en&rclk=1
Korean language centre,Chandpur,+8801730061432,https://www.google.com/maps/place/Korean+language+centre/data=!4m7!3m6!1s0x3754fbfc45bfa521:0xd0ef9f26f16c086b!8m2!3d23.2363556!4d90.6793982!16s%2Fg%2F11v0c223c5!19sChIJIaW_Rfz7VDcRawhs8Saf79A?authuser=0&hl=en&rclk=1
Chandpur College Language Club - CCLC,Chandpur,+8801521757363,https://www.google.com/maps/place/Chandpur+College+Language+Club+-+CCLC/data=!4m7!3m6!1s0x3754fd0035665099:0x1349e01d8d66fc26!8m2!3d23.2296689!4d90.6597419!16s%2Fg%2F11w7prjscc!19sChIJmVBmNQD9VDcRJvxmjR3gSRM?authuser=0&hl=en&rclk=1
Pacific Academy Chandpur,Chandpur,+8801880390633,https://www.google.com/maps/place/Pacific+Academy+Chandpur/data=!4m7!3m6!1s0x3754fd000c6f77b5:0xf578951c5f848019!8m2!3d23.2360016!4d90.6772788!16s%2Fg%2F11y69g2csz!19sChIJtXdvDAD9VDcRGYCEXxyVePU?authuser=0&hl=en&rclk=1
Unity Global Education,Chandpur,+8801839994547,https://www.google.com/maps/place/Unity+Global+Education/data=!4m7!3m6!1s0x3754fd0649aa9801:0xb786406a059fdccb!8m2!3d23.2318208!4d90.6619267!16s%2Fg%2F11yn2ynmlg!19sChIJAZiqSQb9VDcRy9yfBWpAhrc?authuser=0&hl=en&rclk=1
Hilsha japanese language Institute,Chandpur,,https://www.google.com/maps/place/Hilsha+japanese+language+Institute/data=!4m7!3m6!1s0x3754fd0052687255:0x3162657c83589f2f!8m2!3d23.2388454!4d90.6685688!16s%2Fg%2F11w4v5c_nt!19sChIJVXJoUgD9VDcRL59Yg3xlYjE?authuser=0&hl=en&rclk=1
English Learning Centre,Chandpur,+8801756734548,https://www.google.com/maps/place/English+Learning+Centre/data=!4m7!3m6!1s0x3754fd39f09f6845:0x44f03f112c2a529b!8m2!3d23.2267027!4d90.6629038!16s%2Fg%2F11pgtg8rft!19sChIJRWif8Dn9VDcRm1IqLBE_8EQ?authuser=0&hl=en&rclk=1
International Mother Language Institute,Chandpur,,https://www.google.com/maps/place/International+Mother+Language+Institute/data=!4m7!3m6!1s0x3754fde28eba7637:0x1b390f2fee58f7c6!8m2!3d23.2332205!4d90.6484854!16s%2Fg%2F11kj4x1lt2!19sChIJN3a6juL9VDcRxvdY7i8PORs?authuser=0&hl=en&rclk=1
"Institute Of Marine Technology, Chandpur",Chandpur,+8801764193236,"https://www.google.com/maps/place/Institute+Of+Marine+Technology,+Chandpur/data=!4m7!3m6!1s0x3754fb628d4080af:0x44ebee68393c5c7!8m2!3d23.2240017!4d90.6785537!16s%2Fg%2F11g6vz24jv!19sChIJr4BAjWL7VDcRx8WTg-a-TgQ?authuser=0&hl=en&rclk=1"
নর্থভিউ লার্নিং সেন্টার চাঁদপুর,Chandpur,+8801956260636,https://www.google.com/maps/place/%E0%A6%A8%E0%A6%B0%E0%A7%8D%E0%A6%A5%E0%A6%AD%E0%A6%BF%E0%A6%89+%E0%A6%B2%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A8%E0%A6%BF%E0%A6%82+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%9A%E0%A6%BE%E0%A6%81%E0%A6%A6%E0%A6%AA%E0%A7%81%E0%A6%B0/data=!4m7!3m6!1s0x3754fdcff210fa99:0x33dda1b6b7ee4be1!8m2!3d23.2305861!4d90.6602027!16s%2Fg%2F11vdvhq9_k!19sChIJmfoQ8s_9VDcR4Uvut7ah3TM?authuser=0&hl=en&rclk=1
Englio BD,Chandpur,+8801621510100,https://www.google.com/maps/place/Englio+BD/data=!4m7!3m6!1s0x85c86efdd4e45af9:0x852e27460672d60c!8m2!3d23.506657!4d90.3443647!16s%2Fg%2F11njr48fgj!19sChIJ-Vrk1P1uyIURDNZyBkYnLoU?authuser=0&hl=en&rclk=1
কুড়িগ্রাম কোরিয়ান ল্যাংগুয়েজ কোচিং সেন্টার,Kurigram,+8801731477370,https://www.google.com/maps/place/%E0%A6%95%E0%A7%81%E0%A7%9C%E0%A6%BF%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE+%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A8+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%97%E0%A7%81%E0%A7%9F%E0%A7%87%E0%A6%9C+%E0%A6%95%E0%A7%8B%E0%A6%9A%E0%A6%BF%E0%A6%82+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x39e2c9356ada8013:0xda1ab8a54cc92156!8m2!3d25.806511!4d89.6405954!16s%2Fg%2F11sw12_w29!19sChIJE4DaajXJ4jkRViHJTKW4Gto?authuser=0&hl=en&rclk=1
AELI (/eɪlɪ/) English Park,Kurigram,+8801722079285,https://www.google.com/maps/place/AELI+%28%2Fe%C9%AAl%C9%AA%2F%29+English+Park/data=!4m7!3m6!1s0x39e2c94a8fb3952b:0x55662f971d07753f!8m2!3d25.7964375!4d89.6438125!16s%2Fg%2F11mqg374kp!19sChIJK5Wzj0rJ4jkRP3UHHZcvZlU?authuser=0&hl=en&rclk=1
UCC Coaching Gaibandha,Gaibandha,+8801721018191,https://www.google.com/maps/place/UCC+Coaching+Gaibandha/data=!4m7!3m6!1s0x39fd23a0025ff58d:0xcdea725306aa332e!8m2!3d25.3313663!4d89.5438709!16s%2Fg%2F11h8k93rv4!19sChIJjfVfAqAj_TkRLjOqBlNy6s0?authuser=0&hl=en&rclk=1
E-Learning & Earning Ltd Gaibandha Branch,Gaibandha,+8801332852745,https://www.google.com/maps/place/E-Learning+%26+Earning+Ltd+Gaibandha+Branch/data=!4m7!3m6!1s0x39fd237bea7d370d:0x7909f4e91d508b62!8m2!3d25.3291649!4d89.5361478!16s%2Fg%2F11xh34csjc!19sChIJDTd96nsj_TkRYotQHen0CXk?authuser=0&hl=en&rclk=1
টিটিসি গাইবান্ধা,Gaibandha,+8801404413202,https://www.google.com/maps/place/%E0%A6%9F%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A6%BF+%E0%A6%97%E0%A6%BE%E0%A6%87%E0%A6%AC%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A6%BE/data=!4m7!3m6!1s0x39fd233620642d6d:0xacae2d923e512366!8m2!3d25.3540449!4d89.5436627!16s%2Fg%2F11fx9l3b8f!19sChIJbS1kIDYj_TkRZiNRPpItrqw?authuser=0&hl=en&rclk=1
RAIHAN'S ENGLISH ACADEMY,Gaibandha,+8801776664858,https://www.google.com/maps/place/RAIHAN%27S+ENGLISH+ACADEMY/data=!4m7!3m6!1s0x39fd23ed6c9757e3:0xca18677f1be7859!8m2!3d25.332864!4d89.5358595!16s%2Fg%2F11wn_9hhjf!19sChIJ41eXbO0j_TkRWXi-8XeGoQw?authuser=0&hl=en&rclk=1
Sojol English tutorial home Old settlement road dc office Gaibandha,Gaibandha,,https://www.google.com/maps/place/Sojol+English+tutorial+home+Old+settlement+road+dc+office+Gaibandha/data=!4m7!3m6!1s0x39fd2300219232d1:0xd274b07b00d1b02d!8m2!3d25.3251117!4d89.5278434!16s%2Fg%2F11ln8q3dnj!19sChIJ0TKSIQAj_TkRLbDRAHuwdNI?authuser=0&hl=en&rclk=1
জাপান গ্লোবাল ল্যাংগুয়েজ একাডেমি (JGLA),Gaibandha,+8801786959791,https://www.google.com/maps/place/%E0%A6%9C%E0%A6%BE%E0%A6%AA%E0%A6%BE%E0%A6%A8+%E0%A6%97%E0%A7%8D%E0%A6%B2%E0%A7%8B%E0%A6%AC%E0%A6%BE%E0%A6%B2+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%97%E0%A7%81%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%9C+%E0%A6%8F%E0%A6%95%E0%A6%BE%E0%A6%A1%E0%A7%87%E0%A6%AE%E0%A6%BF+%28JGLA%29/data=!4m7!3m6!1s0x39fd233ed64d820b:0x8a9d6bfb6480d903!8m2!3d25.3290191!4d89.5426704!16s%2Fg%2F11nqxk3f1r!19sChIJC4JN1j4j_TkRA9mAZPtrnYo?authuser=0&hl=en&rclk=1
পৌর শহীদ মিনান,Gaibandha,,https://www.google.com/maps/place/%E0%A6%AA%E0%A7%8C%E0%A6%B0+%E0%A6%B6%E0%A6%B9%E0%A7%80%E0%A6%A6+%E0%A6%AE%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%A8/data=!4m7!3m6!1s0x39fd23ceaed617eb:0xd086f2211cdc8f73!8m2!3d25.3311664!4d89.5462361!16s%2Fg%2F11j0s1twnb!19sChIJ6xfWrs4j_TkRc4_cHCHyhtA?authuser=0&hl=en&rclk=1
English teaching home(sabbir),Gaibandha,,https://www.google.com/maps/place/English+teaching+home%28sabbir%29/data=!4m7!3m6!1s0x39fd23ed024c24ab:0x1bd573bc2e3cc11c!8m2!3d25.3200742!4d89.5308515!16s%2Fg%2F11v0bcsr6w!19sChIJqyRMAu0j_TkRHME8Lrxz1Rs?authuser=0&hl=en&rclk=1
Basic Academy & Admission,Lalmonirhat,+8801533836686,https://www.google.com/maps/place/Basic+Academy+%26+Admission/data=!4m7!3m6!1s0x39e2d964d7771cf7:0x9b1c679b6d77c14f!8m2!3d25.9119526!4d89.4369175!16s%2Fg%2F11sv735zgy!19sChIJ9xx312TZ4jkRT8F3bZtnHJs?authuser=0&hl=en&rclk=1
"Crossing International School,Lalmonirhat",Lalmonirhat,+8801859497475,"https://www.google.com/maps/place/Crossing+International+School,Lalmonirhat/data=!4m7!3m6!1s0x39e2d9e4d2380e23:0x2f8c256f2b839f21!8m2!3d25.9111104!4d89.4352123!16s%2Fg%2F11kk7lx0yw!19sChIJIw440uTZ4jkRIZ-DK28ljC8?authuser=0&hl=en&rclk=1"
Ukiler More,Nilphamari,,https://www.google.com/maps/place/Ukiler+More/data=!4m7!3m6!1s0x39e35937bcceb7df:0x1c101d93df422df1!8m2!3d25.9294171!4d88.8434606!16s%2Fg%2F11s61_xkk4!19sChIJ37fOvDdZ4zkR8S1C35MdEBw?authuser=0&hl=en&rclk=1
